parametros: tamaño poblacion: 200, numero de generaciones: 1000
metodo de seleccion de padres: torneo, metodo de cruzamiento: cruce basado en un punto
metodo de mutacion: inversion, seleccion de sobrevivientes: steady-state
probabilidad de cruce: 1, probabilidad de mutacion: 0.2
estancamiento de generaciones: 100
mejor fitness generacion 69: 0.01020408163265306
mejor fitness generacion 70: 0.01020408163265306
mejor fitness generacion 71: 0.01020408163265306
mejor fitness generacion 72: 0.011235955056179775
mejor fitness generacion 73: 0.011235955056179775
mejor fitness generacion 74: 0.011235955056179775
mejor fitness generacion 75: 0.011235955056179775
mejor fitness generacion 76: 0.011235955056179775
mejor fitness generacion 77: 0.011235955056179775
mejor fitness generacion 78: 0.011235955056179775
mejor fitness generacion 79: 0.011235955056179775
mejor fitness generacion 80: 0.011235955056179775
mejor fitness generacion 81: 0.011235955056179775
mejor fitness generacion 82: 0.011235955056179775
mejor fitness generacion 83: 0.011235955056179775
mejor fitness generacion 84: 0.011235955056179775
mejor fitness generacion 85: 0.011235955056179775
mejor fitness generacion 86: 0.011235955056179775
mejor fitness generacion 87: 0.011235955056179775
mejor fitness generacion 88: 0.011235955056179775
mejor fitness generacion 89: 0.011235955056179775
mejor fitness generacion 90: 0.011235955056179775
mejor fitness generacion 91: 0.011235955056179775
mejor fitness generacion 92: 0.011235955056179775
mejor fitness generacion 93: 0.011235955056179775
mejor fitness generacion 94: 0.011235955056179775
mejor fitness generacion 95: 0.011235955056179775
mejor fitness generacion 96: 0.011235955056179775
mejor fitness generacion 97: 0.011235955056179775
mejor fitness generacion 98: 0.011235955056179775
mejor fitness generacion 99: 0.011235955056179775
mejor fitness generacion 100: 0.011235955056179775
mejor fitness generacion 101: 0.011235955056179775
mejor fitness generacion 102: 0.011235955056179775
mejor fitness generacion 103: 0.011235955056179775
mejor fitness generacion 104: 0.011235955056179775
mejor fitness generacion 105: 0.011235955056179775
mejor fitness generacion 106: 0.011235955056179775
mejor fitness generacion 107: 0.011235955056179775
mejor fitness generacion 108: 0.011235955056179775
mejor fitness generacion 109: 0.011235955056179775
mejor fitness generacion 110: 0.011235955056179775
mejor fitness generacion 111: 0.011235955056179775
mejor fitness generacion 112: 0.011235955056179775
mejor fitness generacion 113: 0.011235955056179775
mejor fitness generacion 114: 0.011235955056179775
mejor fitness generacion 115: 0.011235955056179775
mejor fitness generacion 116: 0.011235955056179775
mejor fitness generacion 117: 0.011235955056179775
mejor fitness generacion 118: 0.011235955056179775
mejor fitness generacion 119: 0.011235955056179775
mejor fitness generacion 120: 0.011235955056179775
mejor fitness generacion 121: 0.011235955056179775
mejor fitness generacion 122: 0.011235955056179775
mejor fitness generacion 123: 0.011235955056179775
mejor fitness generacion 124: 0.011235955056179775
mejor fitness generacion 125: 0.011235955056179775
mejor fitness generacion 126: 0.011235955056179775
mejor fitness generacion 127: 0.011235955056179775
mejor fitness generacion 128: 0.011235955056179775
mejor fitness generacion 129: 0.011235955056179775
mejor fitness generacion 130: 0.011235955056179775
mejor fitness generacion 131: 0.011235955056179775
mejor fitness generacion 132: 0.011235955056179775
mejor fitness generacion 133: 0.011235955056179775
mejor fitness generacion 134: 0.011235955056179775
mejor fitness generacion 135: 0.011235955056179775
mejor fitness generacion 136: 0.011235955056179775
mejor fitness generacion 137: 0.011235955056179775
mejor fitness generacion 138: 0.011235955056179775
mejor fitness generacion 139: 0.011235955056179775
mejor fitness generacion 140: 0.011235955056179775
mejor fitness generacion 141: 0.011494252873563218
mejor fitness generacion 142: 0.011494252873563218
mejor fitness generacion 143: 0.011494252873563218
mejor fitness generacion 144: 0.011494252873563218
mejor fitness generacion 145: 0.011494252873563218
mejor fitness generacion 146: 0.011494252873563218
mejor fitness generacion 147: 0.011494252873563218
mejor fitness generacion 148: 0.011494252873563218
mejor fitness generacion 149: 0.011494252873563218
mejor fitness generacion 150: 0.011494252873563218
mejor fitness generacion 151: 0.011494252873563218
mejor fitness generacion 152: 0.011494252873563218
mejor fitness generacion 153: 0.011494252873563218
mejor fitness generacion 154: 0.011494252873563218
mejor fitness generacion 155: 0.011494252873563218
mejor fitness generacion 156: 0.011494252873563218
mejor fitness generacion 157: 0.011494252873563218
mejor fitness generacion 158: 0.011494252873563218
mejor fitness generacion 159: 0.011494252873563218
mejor fitness generacion 160: 0.011494252873563218
mejor fitness generacion 161: 0.011494252873563218
mejor fitness generacion 162: 0.011494252873563218
mejor fitness generacion 163: 0.011494252873563218
mejor fitness generacion 164: 0.011494252873563218
mejor fitness generacion 165: 0.011494252873563218
mejor fitness generacion 166: 0.011494252873563218
mejor fitness generacion 167: 0.011494252873563218
mejor fitness generacion 168: 0.011494252873563218
mejor fitness generacion 169: 0.011494252873563218
mejor fitness generacion 170: 0.011494252873563218
mejor fitness generacion 171: 0.011494252873563218
mejor fitness generacion 172: 0.011494252873563218
mejor fitness generacion 173: 0.011494252873563218
mejor fitness generacion 174: 0.011494252873563218
mejor fitness generacion 175: 0.011494252873563218
mejor fitness generacion 176: 0.011494252873563218
mejor fitness generacion 177: 0.011494252873563218
mejor fitness generacion 178: 0.011494252873563218
mejor fitness generacion 179: 0.011494252873563218
mejor fitness generacion 180: 0.011494252873563218
mejor fitness generacion 181: 0.011494252873563218
mejor fitness generacion 182: 0.011494252873563218
mejor fitness generacion 183: 0.011494252873563218
mejor fitness generacion 184: 0.011494252873563218
mejor fitness generacion 185: 0.011494252873563218
mejor fitness generacion 186: 0.011494252873563218
mejor fitness generacion 187: 0.011494252873563218
mejor fitness generacion 188: 0.011494252873563218
mejor fitness generacion 189: 0.011494252873563218
mejor fitness generacion 190: 0.011494252873563218
mejor fitness generacion 191: 0.011494252873563218
mejor fitness generacion 192: 0.011494252873563218
mejor fitness generacion 193: 0.011494252873563218
mejor fitness generacion 194: 0.011494252873563218
mejor fitness generacion 195: 0.011494252873563218
mejor fitness generacion 196: 0.011494252873563218
mejor fitness generacion 197: 0.011494252873563218
mejor fitness generacion 198: 0.011494252873563218
mejor fitness generacion 199: 0.011494252873563218
mejor fitness generacion 200: 0.011494252873563218
mejor fitness generacion 201: 0.011494252873563218
mejor fitness generacion 202: 0.011494252873563218
mejor fitness generacion 203: 0.011494252873563218
mejor fitness generacion 204: 0.011494252873563218
mejor fitness generacion 205: 0.011494252873563218
mejor fitness generacion 206: 0.011494252873563218
mejor fitness generacion 207: 0.011494252873563218
mejor fitness generacion 208: 0.011494252873563218
mejor fitness generacion 209: 0.011494252873563218
mejor fitness generacion 210: 0.011494252873563218
mejor fitness generacion 211: 0.011494252873563218
mejor fitness generacion 212: 0.011494252873563218
mejor fitness generacion 213: 0.011494252873563218
mejor fitness generacion 214: 0.011494252873563218
mejor fitness generacion 215: 0.011494252873563218
mejor fitness generacion 216: 0.011494252873563218
mejor fitness generacion 217: 0.011494252873563218
mejor fitness generacion 218: 0.011494252873563218
mejor fitness generacion 219: 0.011494252873563218
mejor fitness generacion 220: 0.011494252873563218
mejor fitness generacion 221: 0.011494252873563218
mejor fitness generacion 222: 0.011494252873563218
mejor fitness generacion 223: 0.011494252873563218
mejor fitness generacion 224: 0.011494252873563218
mejor fitness generacion 225: 0.011494252873563218
mejor fitness generacion 226: 0.011494252873563218
mejor fitness generacion 227: 0.011494252873563218
mejor fitness generacion 228: 0.011494252873563218
mejor fitness generacion 229: 0.011494252873563218
mejor fitness generacion 230: 0.011494252873563218
mejor fitness generacion 231: 0.011494252873563218
mejor fitness generacion 232: 0.011494252873563218
mejor fitness generacion 233: 0.011494252873563218
mejor fitness generacion 234: 0.011494252873563218
mejor fitness generacion 235: 0.011494252873563218
mejor fitness generacion 236: 0.011494252873563218
mejor fitness generacion 237: 0.011494252873563218
mejor fitness generacion 238: 0.011494252873563218
mejor fitness generacion 239: 0.011494252873563218
mejor fitness generacion 240: 0.011494252873563218
mejor solucion: [7, 0, 1, 2, 9, 11, 10, 13, 12, 8, 6, 4, 5, 3, 14, 16, 15]
fitness de la mejor solucion: 0.011494252873563218
tiempo de ejecucion: 14.909126043319702
costo_viaje: 87.0
