parametros: tamaño poblacion=100
numero de generaciones=500
metodo de seleccion de padres=Torneo
metodo de cruzamiento=Cruce basado en arcos
metodo de mutacion=Intercambio
seleccion de sobrevivientes=Steady-state
probabilidad de cruce=1.0
probabilidad de mutacion=0.1
estancamiento de generaciones=100
mejor fitness generacion 0: 0.006329113924050633
mejor fitness generacion 1: 0.007246376811594203
mejor fitness generacion 2: 0.007246376811594203
mejor fitness generacion 3: 0.007246376811594203
mejor fitness generacion 4: 0.007352941176470588
mejor fitness generacion 5: 0.007352941176470588
mejor fitness generacion 6: 0.007352941176470588
mejor fitness generacion 7: 0.007352941176470588
mejor fitness generacion 8: 0.007462686567164179
mejor fitness generacion 9: 0.007462686567164179
mejor fitness generacion 10: 0.007462686567164179
mejor fitness generacion 11: 0.007462686567164179
mejor fitness generacion 12: 0.007462686567164179
mejor fitness generacion 13: 0.007462686567164179
mejor fitness generacion 14: 0.007462686567164179
mejor fitness generacion 15: 0.007462686567164179
mejor fitness generacion 16: 0.007462686567164179
mejor fitness generacion 17: 0.007462686567164179
mejor fitness generacion 18: 0.007462686567164179
mejor fitness generacion 19: 0.007462686567164179
mejor fitness generacion 20: 0.007462686567164179
mejor fitness generacion 21: 0.007462686567164179
mejor fitness generacion 22: 0.007462686567164179
mejor fitness generacion 23: 0.007462686567164179
mejor fitness generacion 24: 0.007462686567164179
mejor fitness generacion 25: 0.007462686567164179
mejor fitness generacion 26: 0.007462686567164179
mejor fitness generacion 27: 0.007462686567164179
mejor fitness generacion 28: 0.007462686567164179
mejor fitness generacion 29: 0.007462686567164179
mejor fitness generacion 30: 0.007462686567164179
mejor fitness generacion 31: 0.007462686567164179
mejor fitness generacion 32: 0.007462686567164179
mejor fitness generacion 33: 0.007462686567164179
mejor fitness generacion 34: 0.007462686567164179
mejor fitness generacion 35: 0.007462686567164179
mejor fitness generacion 36: 0.007462686567164179
mejor fitness generacion 37: 0.007462686567164179
mejor fitness generacion 38: 0.007462686567164179
mejor fitness generacion 39: 0.007462686567164179
mejor fitness generacion 40: 0.007462686567164179
mejor fitness generacion 41: 0.007462686567164179
mejor fitness generacion 42: 0.007462686567164179
mejor fitness generacion 43: 0.007462686567164179
mejor fitness generacion 44: 0.007462686567164179
mejor fitness generacion 45: 0.007462686567164179
mejor fitness generacion 46: 0.007462686567164179
mejor fitness generacion 47: 0.007462686567164179
mejor fitness generacion 48: 0.007462686567164179
mejor fitness generacion 49: 0.007462686567164179
mejor fitness generacion 50: 0.007462686567164179
mejor fitness generacion 51: 0.007462686567164179
mejor fitness generacion 52: 0.007462686567164179
mejor fitness generacion 53: 0.007462686567164179
mejor fitness generacion 54: 0.007462686567164179
mejor fitness generacion 55: 0.007462686567164179
mejor fitness generacion 56: 0.007462686567164179
mejor fitness generacion 57: 0.007462686567164179
mejor fitness generacion 58: 0.007462686567164179
mejor fitness generacion 59: 0.007462686567164179
mejor fitness generacion 60: 0.007462686567164179
mejor fitness generacion 61: 0.007462686567164179
mejor fitness generacion 62: 0.007462686567164179
mejor fitness generacion 63: 0.007462686567164179
mejor fitness generacion 64: 0.007462686567164179
mejor fitness generacion 65: 0.007462686567164179
mejor fitness generacion 66: 0.007462686567164179
mejor fitness generacion 67: 0.007462686567164179
mejor fitness generacion 68: 0.007462686567164179
mejor fitness generacion 69: 0.007462686567164179
mejor fitness generacion 70: 0.007462686567164179
mejor fitness generacion 71: 0.007462686567164179
mejor fitness generacion 72: 0.007462686567164179
mejor fitness generacion 73: 0.007462686567164179
mejor fitness generacion 74: 0.007462686567164179
mejor fitness generacion 75: 0.007462686567164179
mejor fitness generacion 76: 0.007462686567164179
mejor fitness generacion 77: 0.007462686567164179
mejor fitness generacion 78: 0.007462686567164179
mejor fitness generacion 79: 0.007462686567164179
mejor fitness generacion 80: 0.007462686567164179
mejor fitness generacion 81: 0.009523809523809525
mejor fitness generacion 82: 0.009523809523809525
mejor fitness generacion 83: 0.010416666666666666
mejor fitness generacion 84: 0.010416666666666666
mejor fitness generacion 85: 0.010416666666666666
mejor fitness generacion 86: 0.010416666666666666
