parametros: tamaño poblacion: 100, numero de generaciones: 500
metodo de seleccion de padres: torneo, metodo de cruzamiento: cruce basado en un punto
metodo de mutacion: intercambio, seleccion de sobrevivientes: steady-state
probabilidad de cruce: 1, probabilidad de mutacion: 0.1
estancamiento de generaciones: 100
mejor fitness generacion 0: 0.006329113924050633
mejor fitness generacion 1: 0.007246376811594203
mejor fitness generacion 2: 0.008547008547008548
mejor fitness generacion 3: 0.008547008547008548
mejor fitness generacion 4: 0.008547008547008548
mejor fitness generacion 5: 0.008547008547008548
mejor fitness generacion 6: 0.008547008547008548
mejor fitness generacion 7: 0.008547008547008548
mejor fitness generacion 8: 0.008547008547008548
mejor fitness generacion 9: 0.008547008547008548
mejor fitness generacion 10: 0.008547008547008548
mejor fitness generacion 11: 0.008547008547008548
mejor fitness generacion 12: 0.008547008547008548
mejor fitness generacion 13: 0.008547008547008548
mejor fitness generacion 14: 0.008547008547008548
mejor fitness generacion 15: 0.008547008547008548
mejor fitness generacion 16: 0.008547008547008548
mejor fitness generacion 17: 0.008547008547008548
mejor fitness generacion 18: 0.008547008547008548
mejor fitness generacion 19: 0.008547008547008548
mejor fitness generacion 20: 0.008547008547008548
mejor fitness generacion 21: 0.008547008547008548
mejor fitness generacion 22: 0.008547008547008548
mejor fitness generacion 23: 0.008547008547008548
mejor fitness generacion 24: 0.008547008547008548
mejor fitness generacion 25: 0.008547008547008548
mejor fitness generacion 26: 0.008547008547008548
mejor fitness generacion 27: 0.008547008547008548
mejor fitness generacion 28: 0.008547008547008548
mejor fitness generacion 29: 0.008547008547008548
mejor fitness generacion 30: 0.008547008547008548
mejor fitness generacion 31: 0.008547008547008548
mejor fitness generacion 32: 0.008547008547008548
mejor fitness generacion 33: 0.008547008547008548
mejor fitness generacion 34: 0.008547008547008548
mejor fitness generacion 35: 0.008547008547008548
mejor fitness generacion 36: 0.008547008547008548
mejor fitness generacion 37: 0.008547008547008548
mejor fitness generacion 38: 0.008547008547008548
mejor fitness generacion 39: 0.008547008547008548
mejor fitness generacion 40: 0.008547008547008548
mejor fitness generacion 41: 0.008547008547008548
mejor fitness generacion 42: 0.008547008547008548
mejor fitness generacion 43: 0.008547008547008548
mejor fitness generacion 44: 0.008547008547008548
mejor fitness generacion 45: 0.008547008547008548
mejor fitness generacion 46: 0.008547008547008548
mejor fitness generacion 47: 0.008547008547008548
mejor fitness generacion 48: 0.008547008547008548
mejor fitness generacion 49: 0.008547008547008548
mejor fitness generacion 50: 0.008547008547008548
mejor fitness generacion 51: 0.008547008547008548
mejor fitness generacion 52: 0.008547008547008548
mejor fitness generacion 53: 0.008547008547008548
mejor fitness generacion 54: 0.008547008547008548
mejor fitness generacion 55: 0.008547008547008548
mejor fitness generacion 56: 0.008547008547008548
mejor fitness generacion 57: 0.008547008547008548
mejor fitness generacion 58: 0.008547008547008548
mejor fitness generacion 59: 0.008547008547008548
mejor fitness generacion 60: 0.008547008547008548
mejor fitness generacion 61: 0.008547008547008548
mejor fitness generacion 62: 0.008547008547008548
mejor fitness generacion 63: 0.008547008547008548
mejor fitness generacion 64: 0.008547008547008548
mejor fitness generacion 65: 0.008547008547008548
mejor fitness generacion 66: 0.008547008547008548
mejor fitness generacion 67: 0.008547008547008548
mejor fitness generacion 68: 0.008547008547008548
mejor fitness generacion 69: 0.008547008547008548
mejor fitness generacion 70: 0.008547008547008548
mejor fitness generacion 71: 0.008547008547008548
mejor fitness generacion 72: 0.008547008547008548
mejor fitness generacion 73: 0.008547008547008548
mejor fitness generacion 74: 0.008547008547008548
mejor fitness generacion 75: 0.008547008547008548
mejor fitness generacion 76: 0.008547008547008548
mejor fitness generacion 77: 0.008547008547008548
mejor fitness generacion 78: 0.008547008547008548
mejor fitness generacion 79: 0.008547008547008548
mejor fitness generacion 80: 0.008547008547008548
mejor fitness generacion 81: 0.008547008547008548
mejor fitness generacion 82: 0.008547008547008548
mejor fitness generacion 83: 0.008547008547008548
mejor fitness generacion 84: 0.008547008547008548
mejor fitness generacion 85: 0.008547008547008548
mejor fitness generacion 86: 0.008547008547008548
mejor fitness generacion 87: 0.008547008547008548
mejor fitness generacion 88: 0.008547008547008548
mejor fitness generacion 89: 0.008547008547008548
mejor fitness generacion 90: 0.008547008547008548
mejor fitness generacion 91: 0.008547008547008548
mejor fitness generacion 92: 0.008547008547008548
mejor fitness generacion 93: 0.008547008547008548
mejor fitness generacion 94: 0.008547008547008548
mejor fitness generacion 95: 0.008547008547008548
mejor fitness generacion 96: 0.008547008547008548
mejor fitness generacion 97: 0.008547008547008548
mejor fitness generacion 98: 0.008547008547008548
mejor fitness generacion 99: 0.008547008547008548
mejor fitness generacion 100: 0.008547008547008548
mejor fitness generacion 101: 0.008547008547008548
mejor solucion: [8, 0, 1, 2, 7, 3, 5, 4, 6, 9, 11, 10, 13, 12, 14, 16, 15]
fitness de la mejor solucion: 0.008547008547008548
tiempo de ejecucion: 2.5464577674865723
costo_viaje: 116.99999999999999
